날짜,호선,역명,구분,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시
2024-02-16,8호선,잠실(송파구청),승차,181,423,575,436,403,579,682,778,999,1372,1544,1939,2962,1658,1416,1405,1204,451
2024-02-16,8호선,잠실(송파구청),하차,460,1416,3612,2062,1309,1264,1115,1143,1113,1150,1215,1656,2191,1262,565,400,314,173
2024-02-17,2호선,잠실(송파구청),승차,871,1025,2050,2599,3190,3937,4546,5057,5671,5952,7243,7706,7136,6818,7253,7165,4426,1081
2024-02-17,2호선,잠실(송파구청),하차,922,1474,3148,5135,5174,5793,5660,6299,6127,6770,7132,6589,5625,3750,3719,3073,2771,1939
2024-02-17,8호선,잠실(송파구청),승차,92,124,207,316,366,550,659,832,1116,1411,1633,1754,1723,1446,1567,1408,1030,372
2024-02-17,8호선,잠실(송파구청),하차,258,393,796,1126,1460,1840,1664,2030,1707,1710,1885,1574,1128,764,416,301,259,206
2024-02-18,2호선,잠실(송파구청),승차,597,646,1242,1857,2173,2682,3192,3847,4322,4756,5629,6108,5601,5107,6233,5140,2110,612
2024-02-18,2호선,잠실(송파구청),하차,618,1046,2703,4747,4037,4264,4481,4678,4446,4398,4657,4178,3685,2867,2538,2149,1663,897
2024-02-18,8호선,잠실(송파구청),승차,65,83,138,227,243,357,503,674,890,1246,1457,1538,1449,1121,1433,1249,670,179
2024-02-18,8호선,잠실(송파구청),하차,173,279,588,809,983,1403,1401,1545,1376,1286,1117,1092,854,500,318,257,150,76
2024-02-19,2호선,잠실(송파구청),승차,2163,4995,7239,5095,2954,2644,2958,3067,3132,3872,4548,6259,8636,5772,5431,4468,2268,750
2024-02-19,2호선,잠실(송파구청),하차,1261,3178,7459,6620,4435,3783,3389,3262,3306,3617,4176,5619,9298,6018,3507,3371,2466,1250
2024-02-19,8호선,잠실(송파구청),승차,202,387,577,429,325,509,556,582,764,1176,1281,1862,2984,1545,1322,1276,761,242
2024-02-19,8호선,잠실(송파구청),하차,447,1442,3752,1989,1196,1103,999,1008,904,905,840,1189,1513,770,451,326,241,91
2024-02-20,2호선,잠실(송파구청),승차,2097,5411,7600,5262,3089,2909,3261,3454,3639,4494,5265,6917,9434,6552,6255,4440,3928,1423
2024-02-20,2호선,잠실(송파구청),하차,1222,3414,8303,7369,5353,4153,3305,3800,3642,3961,4342,6730,9987,6770,3902,3359,3096,1471
2024-02-20,8호선,잠실(송파구청),승차,179,421,576,412,366,521,573,728,908,1283,1471,1942,3014,1706,1467,1239,1044,360
2024-02-20,8호선,잠실(송파구청),하차,472,1473,3775,2075,1318,1159,1038,1076,997,983,1028,1417,1863,953,445,331,243,126
2024-02-21,2호선,잠실(송파구청),승차,2081,5223,7152,5026,3056,2753,2932,3122,3386,4012,4793,7245,8924,6008,5696,4312,3286,928
2024-02-21,2호선,잠실(송파구청),하차,1151,3266,7905,6476,4551,3508,3632,3714,3616,3839,4383,5888,9050,6279,3825,3282,3144,1604
2024-02-21,8호선,잠실(송파구청),승차,176,384,592,429,343,492,545,662,755,1127,1348,1966,3015,1745,1526,1518,928,277
2024-02-21,8호선,잠실(송파구청),하차,418,1480,3882,2075,1193,1210,1072,997,902,973,1111,1307,1732,832,457,360,235,181
2024-02-22,2호선,잠실(송파구청),승차,1965,5290,7657,5402,3327,2867,3232,3555,3592,4335,5174,6891,9177,6614,6686,5690,3423,1186
2024-02-22,2호선,잠실(송파구청),하차,1122,3477,7018,8747,5363,4286,3870,3837,3673,4248,4732,6546,9601,6195,3975,3798,3308,1845
2024-02-22,8호선,잠실(송파구청),승차,168,403,637,457,415,512,681,759,861,1215,1430,1970,2874,1693,1408,1541,967,446
2024-02-22,8호선,잠실(송파구청),하차,426,1429,3917,2352,1430,1261,1134,1057,974,1043,1063,1569,1789,808,521,370,288,164
2024-02-23,2호선,잠실(송파구청),승차,2020,5266,7040,4786,3161,3170,3477,3850,4087,4739,6077,7720,9402,6551,6043,5741,5189,1628
2024-02-23,2호선,잠실(송파구청),하차,1129,3114,7421,6876,4738,4308,4208,4243,4080,4970,5646,7428,11258,6529,3944,3539,3208,2235
2024-02-23,8호선,잠실(송파구청),승차,169,388,552,393,420,542,648,794,992,1315,1628,2093,2905,1758,1379,1465,1328,565
2024-02-23,8호선,잠실(송파구청),하차,461,1343,3556,1946,1298,1296,1307,1155,1096,1089,1148,1675,2236,1230,614,419,320,230
2024-02-24,2호선,잠실(송파구청),승차,794,1023,2208,2730,3196,3759,4401,4875,5464,6552,7724,8168,7291,6782,7520,6594,4669,1116
2024-02-24,2호선,잠실(송파구청),하차,997,1412,2919,4747,5167,5875,5971,7045,6079,6584,7004,7888,5385,3913,3201,3008,2625,1723
2024-02-24,8호선,잠실(송파구청),승차,85,124,227,282,376,547,682,786,982,1440,1766,1828,1852,1594,1953,1696,1179,451
2024-02-24,8호선,잠실(송파구청),하차,247,415,784,1148,1330,1851,1904,1909,1919,1734,1813,1618,1156,795,526,418,268,192
2024-02-25,2호선,잠실(송파구청),승차,490,708,1233,1781,2174,2763,3313,3646,4235,4948,5536,5808,5780,5467,6703,5952,3467,789
2024-02-25,2호선,잠실(송파구청),하차,682,1071,2516,4460,4078,4242,4908,5154,5034,4887,4667,4695,4217,3071,2792,2521,1814,1049
2024-02-25,8호선,잠실(송파구청),승차,95,80,131,204,212,381,549,698,906,1214,1306,1337,1400,1175,1319,1304,833,276
2024-02-25,8호선,잠실(송파구청),하차,158,280,681,916,1305,1359,1523,1569,1577,1354,1104,1055,969,547,422,303,155,103
2024-02-26,2호선,잠실(송파구청),승차,2238,5287,7319,5052,3093,2954,3023,3319,3615,4214,5120,6651,8908,6628,6964,5288,2621,1076
2024-02-26,2호선,잠실(송파구청),하차,1243,3520,7867,7596,4978,4266,3878,3360,3474,4264,4661,6269,9388,6068,3987,3495,2762,1399
2024-02-26,8호선,잠실(송파구청),승차,191,385,570,426,325,540,503,680,835,1169,1312,1838,3056,1680,1508,1287,965,390
2024-02-26,8호선,잠실(송파구청),하차,442,1453,3786,2047,1344,1173,1096,1007,967,889,1032,1319,1667,867,540,340,241,127
2024-02-27,2호선,잠실(송파구청),승차,2044,5379,7635,5100,3014,3120,3038,3452,3603,4466,5448,6907,9190,6804,6992,5853,3680,1065
2024-02-27,2호선,잠실(송파구청),하차,1265,3452,8502,7975,5299,4532,3607,3644,3663,4030,4871,6577,9818,6402,4001,3490,3179,1660
2024-02-27,8호선,잠실(송파구청),승차,179,387,574,441,397,519,601,751,930,1238,1377,1836,2837,1658,1468,1436,931,324
2024-02-27,8호선,잠실(송파구청),하차,417,1499,3887,2047,1370,1307,1105,1024,920,979,1051,1375,1729,861,516,308,279,146
2024-02-28,2호선,잠실(송파구청),승차,1966,5529,7503,4972,3074,3102,3193,3525,3946,4639,5466,7852,9025,6578,6991,6094,3928,1250
2024-02-28,2호선,잠실(송파구청),하차,1231,3518,8234,8021,5172,4620,4008,4081,4181,4515,5078,7141,9779,6266,4027,3801,3360,1681
2024-02-28,8호선,잠실(송파구청),승차,163,377,612,442,360,514,596,735,845,1158,1474,1959,2859,1670,1477,1527,1151,445
2024-02-28,8호선,잠실(송파구청),하차,450,1455,3881,2102,1370,1205,1062,1021,1038,973,1154,1431,2005,935,551,335,314,149
2024-02-29,2호선,잠실(송파구청),승차,2070,5181,7195,4897,3188,3135,3318,3734,4149,5086,5979,7612,9907,7034,7864,6247,4873,1579
2024-02-29,2호선,잠실(송파구청),하차,1139,3335,8372,7810,5268,4832,4273,4299,4161,4628,5179,7652,10423,7331,4039,3679,3445,2202
2024-02-29,8호선,잠실(송파구청),승차,166,369,533,435,386,579,614,832,986,1266,1487,2031,2911,1622,1522,1596,1229,566
2024-02-29,8호선,잠실(송파구청),하차,434,1474,3762,2171,1410,1279,1163,1185,1101,1174,1211,1611,2322,1263,590,408,311,211
2024-03-01,2호선,잠실(송파구청),승차,670,775,1350,1806,2483,3187,3778,4161,4988,6032,7088,7590,7006,6508,7296,6981,4191,1020
2024-03-01,2호선,잠실(송파구청),하차,1051,1455,2916,5701,4968,5970,5691,6390,5369,5927,6170,5852,4777,3459,2902,2469,2298,1303
2024-03-01,8호선,잠실(송파구청),승차,92,104,161,220,295,456,647,865,1180,1462,1928,1831,1863,1508,1524,1509,1068,385
2024-03-01,8호선,잠실(송파구청),하차,280,416,915,1118,1501,1825,1890,1941,1855,1544,1719,1475,1138,678,468,356,227,135
2024-03-02,2호선,잠실(송파구청),승차,664,948,1776,2301,2406,3198,3608,4204,4772,5449,6725,6971,6356,5934,6458,5891,4463,1053
2024-03-02,2호선,잠실(송파구청),하차,851,1096,2549,4156,4867,5097,5971,6384,5620,5589,5993,5385,4635,3422,2573,2685,2194,1429
2024-03-02,8호선,잠실(송파구청),승차,83,110,214,237,297,474,629,866,1126,1473,1748,1650,1786,1365,1431,1398,1090,382
2024-03-02,8호선,잠실(송파구청),하차,237,307,789,960,1279,1635,1598,1924,1737,1593,1522,1494,1044,703,428,292,245,137
2024-03-03,2호선,잠실(송파구청),승차,465,574,1091,1718,1898,2516,2729,3341,3794,4088,4849,4693,4354,4097,4970,3848,2835,694
2024-03-03,2호선,잠실(송파구청),하차,570,731,1770,2981,3146,4097,4040,4554,3890,4090,4036,3763,3433,2592,2202,1988,1421,764
2024-03-03,8호선,잠실(송파구청),승차,72,70,146,194,223,364,529,716,883,1110,1351,1219,1296,1076,1148,1016,725,225
2024-03-03,8호선,잠실(송파구청),하차,139,223,563,821,926,1385,1264,1487,1356,1175,1215,923,756,493,367,251,179,78
2024-03-04,2호선,잠실(송파구청),승차,2132,5708,7579,5410,2865,2461,2726,2780,2825,3146,3722,5157,7440,4928,4121,3679,2007,741
2024-03-04,2호선,잠실(송파구청),하차,1303,3404,6722,4501,2995,3236,2732,3032,2773,3455,4430,5737,8704,5682,3888,2814,2520,1212
2024-03-04,8호선,잠실(송파구청),승차,172,446,594,436,352,480,590,658,768,1006,1179,1651,2753,1576,1182,1069,712,205
2024-03-04,8호선,잠실(송파구청),하차,498,1509,3407,1654,1014,975,941,907,903,916,1054,1245,1513,767,466,274,230,119
2024-03-05,2호선,잠실(송파구청),승차,2168,5838,8146,5440,3072,2494,2653,2916,2867,3405,4027,5844,8135,5242,4488,4131,2408,859
2024-03-05,2호선,잠실(송파구청),하차,1248,3587,7736,5720,3557,3034,2752,2767,2983,3577,4447,6068,9325,6017,3543,3328,2944,1337
2024-03-05,8호선,잠실(송파구청),승차,196,431,623,424,388,477,521,654,785,1027,1273,1750,2921,1592,1295,1265,795,261
2024-03-05,8호선,잠실(송파구청),하차,492,1544,3966,1940,1052,946,918,842,839,906,984,1281,1706,813,461,311,266,113
2024-03-06,2호선,잠실(송파구청),승차,2274,5973,8002,5320,3197,2644,2706,2917,2970,3378,4228,6118,8320,5536,4711,4250,2471,960
2024-03-06,2호선,잠실(송파구청),하차,1263,3611,7720,5737,3662,3115,2877,3111,3375,3858,4507,6432,9607,5902,3578,3597,2922,1589
2024-03-06,8호선,잠실(송파구청),승차,163,458,657,450,386,513,542,642,836,1106,1194,1819,2810,1581,1329,1272,888,283
2024-03-06,8호선,잠실(송파구청),하차,458,1540,3965,1954,1101,1063,912,846,823,948,988,1255,1703,813,463,353,263,128
2024-03-07,2호선,잠실(송파구청),승차,2197,5914,7982,5137,3513,2833,2891,3071,3040,3716,4526,6118,8457,5449,4745,4447,2607,985
2024-03-07,2호선,잠실(송파구청),하차,1274,3546,7605,5992,3813,3301,3044,3054,3336,3709,4794,6513,9360,6404,3763,3291,3280,1830
2024-03-07,8호선,잠실(송파구청),승차,179,453,650,388,373,501,583,699,794,1114,1306,1804,2914,1574,1347,1333,1005,358
2024-03-07,8호선,잠실(송파구청),하차,504,1564,3832,1931,1105,1067,879,850,856,998,1041,1400,1796,938,513,379,279,160
2024-03-08,2호선,잠실(송파구청),승차,2123,5562,7529,5074,3038,2771,3066,3269,3546,4334,5365,7052,9122,5819,5068,4366,3708,1524
2024-03-08,2호선,잠실(송파구청),하차,1273,3270,7182,5296,3724,3555,3698,3355,3860,4659,5653,7299,10148,6836,3825,3462,3360,2225
2024-03-08,8호선,잠실(송파구청),승차,191,421,643,411,389,520,620,691,930,1220,1472,1980,2832,1679,1448,1379,1300,512
2024-03-08,8호선,잠실(송파구청),하차,510,1397,3604,1847,1041,1138,1066,1068,1095,1023,1255,1635,2345,1253,534,383,348,201
2024-03-09,2호선,잠실(송파구청),승차,977,1132,2247,2676,2918,3678,4076,4408,5053,5455,6788,6780,5818,5462,5963,5708,4437,1263
2024-03-09,2호선,잠실(송파구청),하차,1020,1034,2082,3287,4334,5190,5660,5810,6060,6226,6440,6025,5368,3741,2887,3009,2642,1899
2024-03-09,8호선,잠실(송파구청),승차,101,136,228,282,373,563,706,828,1111,1452,1724,1697,1659,1485,1622,1520,1227,425
2024-03-09,8호선,잠실(송파구청),하차,286,363,685,971,1332,1728,1624,1987,1766,1703,1824,1558,1290,781,496,384,325,193
2024-03-10,2호선,잠실(송파구청),승차,587,596,1312,1905,2040,2501,2956,3433,4040,4379,5075,4790,4516,4599,5253,4353,2326,698
2024-03-10,2호선,잠실(송파구청),하차,698,717,1410,2848,3405,3880,4183,4392,4195,4115,4700,3928,3530,2833,2390,2176,1562,855
2024-03-10,8호선,잠실(송파구청),승차,92,77,142,182,235,363,525,738,902,1150,1342,1392,1327,1263,1288,1113,658,237
2024-03-10,8호선,잠실(송파구청),하차,190,225,491,708,1113,1264,1355,1672,1437,1218,1184,1100,753,566,317,251,193,96
2024-03-11,2호선,잠실(송파구청),승차,2209,5258,8126,5617,3267,2675,2775,2799,2828,3355,4235,5626,8237,5457,4805,3552,2452,777
2024-03-11,2호선,잠실(송파구청),하차,1365,3478,7596,5469,3651,3552,3028,2893,2946,3519,4103,6217,9122,6292,3604,3121,2693,1227
2024-03-11,8호선,잠실(송파구청),승차,183,389,632,458,353,545,525,673,724,1062,1196,1732,2828,1649,1397,1045,789,240
2024-03-11,8호선,잠실(송파구청),하차,549,1535,3817,1938,1039,968,892,864,772,815,915,1369,1499,908,451,324,237,108
2024-03-12,2호선,잠실(송파구청),승차,2275,5558,7896,5207,3441,2944,2819,2958,2955,3474,4221,5984,8317,5294,4617,3815,2470,914
2024-03-12,2호선,잠실(송파구청),하차,1305,3396,7558,5977,3633,3463,2926,2991,2921,3613,4216,6140,9505,5866,3809,3239,2998,1429
2024-03-12,8호선,잠실(송파구청),승차,194,441,685,398,388,435,542,649,807,1033,1158,1744,2843,1554,1285,1131,836,289
2024-03-12,8호선,잠실(송파구청),하차,530,1555,3987,1974,1093,976,854,844,762,761,909,1327,1611,811,460,366,292,124
2024-03-13,2호선,잠실(송파구청),승차,2158,6022,7955,5491,3204,2840,2865,3055,3325,3548,4467,6235,8818,5633,5177,4369,2816,997
2024-03-13,2호선,잠실(송파구청),하차,1308,3663,7739,6081,3617,3887,3072,3111,3427,3688,4501,6593,9861,6253,3920,3442,3440,1556
2024-03-13,8호선,잠실(송파구청),승차,188,444,633,445,376,504,598,689,837,1033,1225,1822,3021,1623,1379,1353,920,326
2024-03-13,8호선,잠실(송파구청),하차,526,1505,3922,2062,1072,1032,867,856,884,901,1022,1333,1948,854,450,395,246,149
2024-03-14,2호선,잠실(송파구청),승차,2191,5745,8021,5435,3305,2911,3015,3248,3380,3732,4631,6377,8828,5674,5194,4291,3260,1094
2024-03-14,2호선,잠실(송파구청),하차,1322,3512,7635,6189,4175,3562,3117,3137,3462,3920,4711,6741,9913,6584,4034,3554,3571,1739
2024-03-14,8호선,잠실(송파구청),승차,157,444,656,436,396,468,631,693,827,1074,1225,1788,2955,1523,1469,1354,1054,345
2024-03-14,8호선,잠실(송파구청),하차,513,1542,3781,2049,1171,1149,940,881,814,949,1025,1458,1811,1019,527,362,273,151
2024-03-15,2호선,잠실(송파구청),승차,2217,5574,7470,5388,3168,2946,3167,3434,3680,4366,5589,7077,9022,5863,5267,4760,4034,1515
2024-03-15,2호선,잠실(송파구청),하차,1358,3201,7001,5510,3978,3934,3425,3960,3990,5014,5588,7290,10700,6767,3915,3494,3565,2325
2024-03-15,8호선,잠실(송파구청),승차,186,437,594,426,400,538,591,693,936,1161,1416,1837,2844,1441,1411,1400,1298,520
2024-03-15,8호선,잠실(송파구청),하차,461,1369,3576,1826,1109,1072,1023,1107,916,1018,1151,1671,2340,1194,563,399,312,229
2024-03-16,2호선,잠실(송파구청),승차,964,1099,2256,2753,3008,3754,4613,4871,5387,5823,6752,7646,6685,5790,6469,6040,4722,1396
2024-03-16,2호선,잠실(송파구청),하차,1078,1207,2222,4093,4579,5638,6065,6067,6711,6956,6224,6476,5648,3492,3463,3138,2653,1821
2024-03-16,8호선,잠실(송파구청),승차,116,117,242,285,364,558,705,819,1040,1428,1670,1787,1770,1434,1468,1389,1280,428
2024-03-16,8호선,잠실(송파구청),하차,327,367,697,961,1328,1683,1746,1855,1961,1645,1837,1548,1103,793,503,360,270,151
2024-03-17,2호선,잠실(송파구청),승차,1000,920,1511,2107,2512,3180,4015,4349,4317,4806,5031,5010,5047,4646,5653,4168,2316,684
2024-03-17,2호선,잠실(송파구청),하차,741,797,1791,3945,4460,5035,4831,5116,4623,4477,4475,4005,3539,2879,2509,2173,1619,867
2024-03-17,8호선,잠실(송파구청),승차,65,97,249,347,391,532,653,791,1056,1195,1298,1438,1317,1182,1229,1066,629,220
2024-03-17,8호선,잠실(송파구청),하차,187,218,734,1148,1426,1683,1573,1593,1525,1231,1143,1008,749,525,331,270,148,75
2024-03-18,2호선,잠실(송파구청),승차,2173,5510,7944,5458,3267,2663,2859,2949,3021,3613,4438,6102,8442,5552,5061,4375,2352,762
2024-03-18,2호선,잠실(송파구청),하차,1341,3377,7674,5666,3864,3876,2962,3092,3275,3659,4661,5954,9397,6075,3769,3235,3038,1325
2024-03-18,8호선,잠실(송파구청),승차,184,418,620,451,382,435,539,649,792,1066,1210,1743,2896,1643,1368,1233,748,222
2024-03-18,8호선,잠실(송파구청),하차,486,1564,3703,1896,1141,994,949,883,795,823,933,1303,1727,777,453,308,202,120
2024-03-19,2호선,잠실(송파구청),승차,2169,6007,7818,5756,3219,2565,2843,2940,3061,3452,4450,6117,8552,5532,5017,4225,2416,1008
2024-03-19,2호선,잠실(송파구청),하차,1275,3667,7690,6054,3988,3438,2825,3166,3220,3734,4380,6291,9120,6460,3774,3491,3000,1499
2024-03-19,8호선,잠실(송파구청),승차,160,467,633,472,392,466,570,653,823,984,1224,1745,2914,1576,1414,1196,880,283
2024-03-19,8호선,잠실(송파구청),하차,543,1583,3856,2081,1020,1022,823,922,772,871,904,1319,1757,817,479,336,268,142
2024-03-20,2호선,잠실(송파구청),승차,2112,5748,8109,5400,3383,2702,3015,3153,3228,3684,4403,6478,8589,5424,4942,4179,2663,964
2024-03-20,2호선,잠실(송파구청),하차,1299,3696,7584,5909,3779,3619,3200,3106,3420,3710,4492,6346,9368,6043,3351,3698,3343,1554
2024-03-20,8호선,잠실(송파구청),승차,197,486,618,402,388,485,636,698,828,1080,1261,1817,2781,1467,1316,1276,847,285
2024-03-20,8호선,잠실(송파구청),하차,509,1547,3888,1894,1152,1034,928,866,820,888,993,1311,1730,747,499,353,276,131
2024-03-21,2호선,잠실(송파구청),승차,2123,5856,7962,5484,3469,2938,3021,3237,3459,3918,4871,6592,8977,5604,5102,4482,2877,1039
2024-03-21,2호선,잠실(송파구청),하차,1260,3578,7712,6453,4110,3891,3114,3379,3201,4006,4869,6587,9765,5816,3963,3575,3387,1968
2024-03-21,8호선,잠실(송파구청),승차,163,462,625,411,376,523,542,714,856,1053,1263,1882,2730,1566,1385,1290,1021,282
2024-03-21,8호선,잠실(송파구청),하차,470,1560,3866,2018,1131,1000,825,853,819,847,1096,1393,1769,869,571,335,288,161
2024-03-22,2호선,잠실(송파구청),승차,2161,5595,7687,4892,3192,3092,3229,3445,3828,4463,5638,7385,9153,5518,5108,4692,3794,1456
2024-03-22,2호선,잠실(송파구청),하차,1213,3249,7448,5943,4129,3923,3625,3811,3972,4816,5594,7665,10410,6036,3538,3349,3353,2065
2024-03-22,8호선,잠실(송파구청),승차,174,456,595,411,377,563,646,752,914,1206,1519,2044,2945,1595,1441,1435,987,435
2024-03-22,8호선,잠실(송파구청),하차,429,1410,3591,1980,1186,1077,1042,1083,947,1053,1225,1686,2092,1041,518,375,331,217
2024-03-23,2호선,잠실(송파구청),승차,1110,1218,2316,2704,3271,4198,4883,5306,5414,6106,7034,7196,6750,5841,6795,6951,4613,1390
2024-03-23,2호선,잠실(송파구청),하차,1082,1293,2521,4436,5135,5514,5716,6254,6013,6437,6824,7580,5256,3896,3470,3006,2938,1915
2024-03-23,8호선,잠실(송파구청),승차,106,122,237,295,334,611,662,820,1123,1322,1557,1695,1692,1398,1455,1375,1179,468
2024-03-23,8호선,잠실(송파구청),하차,308,394,808,1014,1325,1741,1672,1943,1780,1542,1635,1548,1071,699,486,354,291,182
2024-03-24,2호선,잠실(송파구청),승차,744,805,1401,1882,2304,2962,3497,4190,4351,4924,5249,5720,5334,5244,6028,5008,2647,712
2024-03-24,2호선,잠실(송파구청),하차,682,836,1853,3415,3769,4375,4504,4862,4863,4658,4737,5240,3744,3106,2676,2306,1779,915
2024-03-24,8호선,잠실(송파구청),승차,84,76,139,210,281,384,614,648,892,1170,1229,1279,1340,1114,1210,1185,669,206
2024-03-24,8호선,잠실(송파구청),하차,189,233,577,726,1065,1348,1271,1466,1348,1329,1300,1032,748,491,366,300,162,90
2024-03-25,2호선,잠실(송파구청),승차,2076,5566,8105,5507,3115,2565,2861,2954,3055,3615,4628,5947,8623,5454,4853,4027,2305,794
2024-03-25,2호선,잠실(송파구청),하차,1335,3616,7344,5951,3683,3980,3284,3167,3354,3657,4218,6105,9281,5732,3650,3156,2506,1385
2024-03-25,8호선,잠실(송파구청),승차,186,430,591,434,368,456,577,695,903,1119,1199,1763,2964,1599,1269,1124,717,246
2024-03-25,8호선,잠실(송파구청),하차,485,1538,3679,1817,1076,999,964,891,824,837,910,1231,1539,812,466,322,220,123
2024-03-26,2호선,잠실(송파구청),승차,2106,5296,7811,5776,3459,2723,2498,3062,3385,3778,4637,6607,8710,5550,5179,4376,3213,950
