date,weather_code,precipitation_sum,snowfall_sum,weather_category,weather_label,weather_label_ko
2020-05-21,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-22,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-23,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-24,63,9.9,0.0,precipitation,Precipitation,비/눈
2020-05-25,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-26,61,4.3,0.0,precipitation,Precipitation,비/눈
2020-05-27,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-05-28,53,1.4,0.0,precipitation,Precipitation,비/눈
2020-05-29,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-30,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-31,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-06-01,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-06-02,63,10.3,0.0,precipitation,Precipitation,비/눈
2020-06-03,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-04,51,0.4,0.0,precipitation,Precipitation,비/눈
2020-06-05,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-07,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-08,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-09,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-10,65,17.9,0.0,precipitation,Precipitation,비/눈
2020-06-11,63,6.0,0.0,precipitation,Precipitation,비/눈
2020-06-12,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-13,51,0.5,0.0,precipitation,Precipitation,비/눈
2020-06-14,55,2.6,0.0,precipitation,Precipitation,비/눈
2020-06-15,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-16,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-17,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-18,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-19,51,0.9,0.0,precipitation,Precipitation,비/눈
2020-06-20,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-06-21,51,0.2,0.0,precipitation,Precipitation,비/눈
2020-06-22,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-23,3,0.0,0.0,cloudy,Cloudy,흐림
2020-06-24,63,30.4,0.0,precipitation,Precipitation,비/눈
2020-06-25,53,5.8,0.0,precipitation,Precipitation,비/눈
2020-06-26,51,1.9,0.0,precipitation,Precipitation,비/눈
2020-06-27,51,0.5,0.0,precipitation,Precipitation,비/눈
2020-06-28,53,1.3,0.0,precipitation,Precipitation,비/눈
2020-06-29,63,15.2,0.0,precipitation,Precipitation,비/눈
2020-06-30,65,52.8,0.0,precipitation,Precipitation,비/눈
2020-07-01,61,6.5,0.0,precipitation,Precipitation,비/눈
2020-07-02,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-07-03,53,1.4,0.0,precipitation,Precipitation,비/눈
2020-07-04,55,2.6,0.0,precipitation,Precipitation,비/눈
2020-07-05,3,0.0,0.0,cloudy,Cloudy,흐림
2020-07-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-07-07,53,1.9,0.0,precipitation,Precipitation,비/눈
2020-07-08,51,0.4,0.0,precipitation,Precipitation,비/눈
2020-07-09,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-07-10,63,25.6,0.0,precipitation,Precipitation,비/눈
2020-07-11,3,0.0,0.0,cloudy,Cloudy,흐림
2020-07-12,63,13.7,0.0,precipitation,Precipitation,비/눈
2020-07-13,65,49.0,0.0,precipitation,Precipitation,비/눈
2020-07-14,63,15.4,0.0,precipitation,Precipitation,비/눈
2020-07-15,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-07-16,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-07-17,53,1.5,0.0,precipitation,Precipitation,비/눈
2020-07-18,53,1.2,0.0,precipitation,Precipitation,비/눈
2020-07-19,63,13.7,0.0,precipitation,Precipitation,비/눈
2020-07-20,63,12.6,0.0,precipitation,Precipitation,비/눈
2020-07-21,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-07-22,63,16.7,0.0,precipitation,Precipitation,비/눈
2020-07-23,65,95.9,0.0,precipitation,Precipitation,비/눈
2020-07-24,63,14.6,0.0,precipitation,Precipitation,비/눈
2020-07-25,53,2.8,0.0,precipitation,Precipitation,비/눈
2020-07-26,51,1.0,0.0,precipitation,Precipitation,비/눈
2020-07-27,55,8.6,0.0,precipitation,Precipitation,비/눈
2020-07-28,63,7.8,0.0,precipitation,Precipitation,비/눈
2020-07-29,63,30.4,0.0,precipitation,Precipitation,비/눈
2020-07-30,61,6.4,0.0,precipitation,Precipitation,비/눈
2020-07-31,53,1.8,0.0,precipitation,Precipitation,비/눈
2020-08-01,65,43.6,0.0,precipitation,Precipitation,비/눈
2020-08-02,63,29.9,0.0,precipitation,Precipitation,비/눈
2020-08-03,63,28.3,0.0,precipitation,Precipitation,비/눈
2020-08-04,65,43.1,0.0,precipitation,Precipitation,비/눈
2020-08-05,65,68.2,0.0,precipitation,Precipitation,비/눈
2020-08-06,65,47.3,0.0,precipitation,Precipitation,비/눈
2020-08-07,55,5.8,0.0,precipitation,Precipitation,비/눈
2020-08-08,63,14.1,0.0,precipitation,Precipitation,비/눈
2020-08-09,65,63.9,0.0,precipitation,Precipitation,비/눈
2020-08-10,63,14.3,0.0,precipitation,Precipitation,비/눈
2020-08-11,65,85.1,0.0,precipitation,Precipitation,비/눈
2020-08-12,51,0.2,0.0,precipitation,Precipitation,비/눈
2020-08-13,51,1.0,0.0,precipitation,Precipitation,비/눈
2020-08-14,53,5.6,0.0,precipitation,Precipitation,비/눈
2020-08-15,63,23.7,0.0,precipitation,Precipitation,비/눈
2020-08-16,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-08-17,51,0.4,0.0,precipitation,Precipitation,비/눈
2020-08-18,3,0.0,0.0,cloudy,Cloudy,흐림
2020-08-19,3,0.0,0.0,cloudy,Cloudy,흐림
2020-08-20,3,0.0,0.0,cloudy,Cloudy,흐림
2020-08-21,61,3.2,0.0,precipitation,Precipitation,비/눈
2020-08-22,65,23.5,0.0,precipitation,Precipitation,비/눈
2020-08-23,51,1.0,0.0,precipitation,Precipitation,비/눈
2020-08-24,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-08-25,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-08-26,55,2.8,0.0,precipitation,Precipitation,비/눈
2020-08-27,61,8.3,0.0,precipitation,Precipitation,비/눈
2020-08-28,61,7.2,0.0,precipitation,Precipitation,비/눈
2020-08-29,61,6.8,0.0,precipitation,Precipitation,비/눈
2020-08-30,61,3.9,0.0,precipitation,Precipitation,비/눈
2020-08-31,51,0.5,0.0,precipitation,Precipitation,비/눈
2020-09-01,51,0.5,0.0,precipitation,Precipitation,비/눈
2020-09-02,63,40.9,0.0,precipitation,Precipitation,비/눈
2020-09-03,63,41.1,0.0,precipitation,Precipitation,비/눈
2020-09-04,51,2.2,0.0,precipitation,Precipitation,비/눈
2020-09-05,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-06,63,9.1,0.0,precipitation,Precipitation,비/눈
2020-09-07,65,78.9,0.0,precipitation,Precipitation,비/눈
2020-09-08,51,0.6,0.0,precipitation,Precipitation,비/눈
2020-09-09,63,27.2,0.0,precipitation,Precipitation,비/눈
2020-09-10,51,0.7,0.0,precipitation,Precipitation,비/눈
2020-09-11,53,2.9,0.0,precipitation,Precipitation,비/눈
2020-09-12,61,6.6,0.0,precipitation,Precipitation,비/눈
2020-09-13,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-14,53,1.3,0.0,precipitation,Precipitation,비/눈
2020-09-15,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-16,61,4.9,0.0,precipitation,Precipitation,비/눈
2020-09-17,51,0.2,0.0,precipitation,Precipitation,비/눈
2020-09-18,53,0.8,0.0,precipitation,Precipitation,비/눈
2020-09-19,2,0.0,0.0,cloudy,Cloudy,흐림
2020-09-20,1,0.0,0.0,clear,Clear,맑음
2020-09-21,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-22,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-23,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-24,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-25,61,2.9,0.0,precipitation,Precipitation,비/눈
2020-09-26,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-27,1,0.0,0.0,clear,Clear,맑음
2020-09-28,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-29,3,0.0,0.0,cloudy,Cloudy,흐림
2020-09-30,51,0.2,0.0,precipitation,Precipitation,비/눈
2020-10-01,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-02,61,5.5,0.0,precipitation,Precipitation,비/눈
2020-10-03,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-10-04,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-10-05,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-07,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-08,2,0.0,0.0,cloudy,Cloudy,흐림
2020-10-09,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-10,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-11,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-12,51,0.4,0.0,precipitation,Precipitation,비/눈
2020-10-13,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-14,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-15,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-16,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-17,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-10-18,2,0.0,0.0,cloudy,Cloudy,흐림
2020-10-19,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-20,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-21,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-22,53,1.2,0.0,precipitation,Precipitation,비/눈
2020-10-23,0,0.0,0.0,clear,Clear,맑음
2020-10-24,0,0.0,0.0,clear,Clear,맑음
2020-10-25,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-26,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-27,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-28,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-29,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-30,3,0.0,0.0,cloudy,Cloudy,흐림
2020-10-31,61,3.1,0.0,precipitation,Precipitation,비/눈
2020-11-01,63,7.9,0.0,precipitation,Precipitation,비/눈
2020-11-02,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-03,53,1.6,0.0,precipitation,Precipitation,비/눈
2020-11-04,0,0.0,0.0,clear,Clear,맑음
2020-11-05,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-07,51,0.5,0.0,precipitation,Precipitation,비/눈
2020-11-08,0,0.0,0.0,clear,Clear,맑음
2020-11-09,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-10,0,0.0,0.0,clear,Clear,맑음
2020-11-11,1,0.0,0.0,clear,Clear,맑음
2020-11-12,2,0.0,0.0,cloudy,Cloudy,흐림
2020-11-13,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-14,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-15,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-16,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-17,55,2.4,0.0,precipitation,Precipitation,비/눈
2020-11-18,55,9.8,0.0,precipitation,Precipitation,비/눈
2020-11-19,63,30.7,0.0,precipitation,Precipitation,비/눈
2020-11-20,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-21,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-22,61,6.1,0.0,precipitation,Precipitation,비/눈
2020-11-23,2,0.0,0.0,cloudy,Cloudy,흐림
2020-11-24,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-25,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-26,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-27,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-28,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-29,3,0.0,0.0,cloudy,Cloudy,흐림
2020-11-30,0,0.0,0.0,clear,Clear,맑음
2020-12-01,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-02,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-03,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-04,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-05,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-07,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-08,1,0.0,0.0,clear,Clear,맑음
2020-12-09,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-10,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-12-11,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-12,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-13,73,2.6,1.61,precipitation,Precipitation,비/눈
2020-12-14,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-15,1,0.0,0.0,clear,Clear,맑음
2020-12-16,0,0.0,0.0,clear,Clear,맑음
2020-12-17,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-18,73,0.8,0.56,precipitation,Precipitation,비/눈
2020-12-19,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-20,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-21,2,0.0,0.0,cloudy,Cloudy,흐림
2020-12-22,71,0.2,0.14,precipitation,Precipitation,비/눈
2020-12-23,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-24,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-25,0,0.0,0.0,clear,Clear,맑음
2020-12-26,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-27,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-28,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-29,71,0.0,0.07,precipitation,Precipitation,비/눈
2020-12-30,3,0.0,0.0,cloudy,Cloudy,흐림
2020-12-31,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-01,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-02,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-03,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-04,71,0.1,0.07,precipitation,Precipitation,비/눈
2021-01-05,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-06,73,1.0,0.7,precipitation,Precipitation,비/눈
2021-01-07,71,0.1,0.07,precipitation,Precipitation,비/눈
2021-01-08,2,0.0,0.0,cloudy,Cloudy,흐림
2021-01-09,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-10,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-11,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-12,73,0.9,0.7,precipitation,Precipitation,비/눈
2021-01-13,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-01-14,2,0.0,0.0,cloudy,Cloudy,흐림
2021-01-15,51,0.5,0.0,precipitation,Precipitation,비/눈
2021-01-16,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-17,2,0.0,0.0,cloudy,Cloudy,흐림
2021-01-18,73,0.9,0.63,precipitation,Precipitation,비/눈
2021-01-19,0,0.0,0.0,clear,Clear,맑음
2021-01-20,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-21,61,8.6,0.0,precipitation,Precipitation,비/눈
2021-01-22,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-23,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-24,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-25,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-26,51,0.6,0.0,precipitation,Precipitation,비/눈
2021-01-27,3,0.0,0.0,cloudy,Cloudy,흐림
2021-01-28,75,1.7,1.19,precipitation,Precipitation,비/눈
2021-01-29,0,0.0,0.0,clear,Clear,맑음
2021-01-30,71,0.1,0.07,precipitation,Precipitation,비/눈
2021-01-31,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-01,55,5.1,0.0,precipitation,Precipitation,비/눈
2021-02-02,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-03,75,3.3,2.31,precipitation,Precipitation,비/눈
2021-02-04,73,0.8,0.56,precipitation,Precipitation,비/눈
2021-02-05,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-06,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-07,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-08,0,0.0,0.0,clear,Clear,맑음
2021-02-09,0,0.0,0.0,clear,Clear,맑음
2021-02-10,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-11,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-12,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-13,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-14,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-15,51,0.2,0.0,precipitation,Precipitation,비/눈
2021-02-16,73,2.0,1.33,precipitation,Precipitation,비/눈
2021-02-17,0,0.0,0.0,clear,Clear,맑음
2021-02-18,0,0.0,0.0,clear,Clear,맑음
2021-02-19,0,0.0,0.0,clear,Clear,맑음
2021-02-20,0,0.0,0.0,clear,Clear,맑음
2021-02-21,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-22,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-23,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-24,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-25,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-26,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-27,3,0.0,0.0,cloudy,Cloudy,흐림
2021-02-28,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-01,73,57.9,2.8,precipitation,Precipitation,비/눈
2021-03-02,73,0.4,0.28,precipitation,Precipitation,비/눈
2021-03-03,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-04,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-05,2,0.0,0.0,cloudy,Cloudy,흐림
2021-03-06,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-07,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-08,1,0.0,0.0,clear,Clear,맑음
2021-03-09,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-10,2,0.0,0.0,cloudy,Cloudy,흐림
2021-03-11,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-12,53,1.0,0.0,precipitation,Precipitation,비/눈
2021-03-13,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-14,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-15,51,0.3,0.0,precipitation,Precipitation,비/눈
2021-03-16,53,1.8,0.0,precipitation,Precipitation,비/눈
2021-03-17,2,0.0,0.0,cloudy,Cloudy,흐림
2021-03-18,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-19,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-20,55,4.5,0.0,precipitation,Precipitation,비/눈
2021-03-21,53,1.4,0.0,precipitation,Precipitation,비/눈
2021-03-22,1,0.0,0.0,clear,Clear,맑음
2021-03-23,0,0.0,0.0,clear,Clear,맑음
2021-03-24,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-25,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-26,3,0.0,0.0,cloudy,Cloudy,흐림
2021-03-27,63,20.3,0.0,precipitation,Precipitation,비/눈
2021-03-28,61,8.3,0.0,precipitation,Precipitation,비/눈
2021-03-29,51,0.7,0.0,precipitation,Precipitation,비/눈
2021-03-30,1,0.0,0.0,clear,Clear,맑음
2021-03-31,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-01,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-02,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-03,63,36.6,0.0,precipitation,Precipitation,비/눈
2021-04-04,53,3.5,0.0,precipitation,Precipitation,비/눈
2021-04-05,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-06,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-07,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-08,2,0.0,0.0,cloudy,Cloudy,흐림
2021-04-09,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-10,1,0.0,0.0,clear,Clear,맑음
2021-04-11,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-12,61,14.0,0.0,precipitation,Precipitation,비/눈
2021-04-13,63,6.5,0.0,precipitation,Precipitation,비/눈
2021-04-14,1,0.0,0.0,clear,Clear,맑음
2021-04-15,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-16,51,1.3,0.0,precipitation,Precipitation,비/눈
2021-04-17,51,0.5,0.0,precipitation,Precipitation,비/눈
2021-04-18,1,0.0,0.0,clear,Clear,맑음
2021-04-19,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-20,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-21,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-22,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-23,53,2.4,0.0,precipitation,Precipitation,비/눈
2021-04-24,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-25,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-26,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-27,3,0.0,0.0,cloudy,Cloudy,흐림
2021-04-28,61,3.0,0.0,precipitation,Precipitation,비/눈
2021-04-29,61,2.0,0.0,precipitation,Precipitation,비/눈
2021-04-30,63,14.8,0.0,precipitation,Precipitation,비/눈
2021-05-01,61,4.2,0.0,precipitation,Precipitation,비/눈
2021-05-02,53,1.4,0.0,precipitation,Precipitation,비/눈
2021-05-03,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-04,63,30.6,0.0,precipitation,Precipitation,비/눈
2021-05-05,61,2.3,0.0,precipitation,Precipitation,비/눈
2021-05-06,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-07,63,7.3,0.0,precipitation,Precipitation,비/눈
2021-05-08,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-09,2,0.0,0.0,cloudy,Cloudy,흐림
2021-05-10,61,5.4,0.0,precipitation,Precipitation,비/눈
2021-05-11,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-12,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-13,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-14,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-15,61,6.2,0.0,precipitation,Precipitation,비/눈
2021-05-16,65,67.0,0.0,precipitation,Precipitation,비/눈
2021-05-17,61,5.3,0.0,precipitation,Precipitation,비/눈
2021-05-18,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-19,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-20,63,11.7,0.0,precipitation,Precipitation,비/눈
2021-05-21,53,3.1,0.0,precipitation,Precipitation,비/눈
2021-05-22,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-23,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-24,3,0.0,0.0,cloudy,Cloudy,흐림
2021-05-25,63,8.1,0.0,precipitation,Precipitation,비/눈
2021-05-26,55,1.7,0.0,precipitation,Precipitation,비/눈
2021-05-27,63,9.2,0.0,precipitation,Precipitation,비/눈
2021-05-28,63,19.7,0.0,precipitation,Precipitation,비/눈
2021-05-29,51,0.9,0.0,precipitation,Precipitation,비/눈
2021-05-30,53,1.5,0.0,precipitation,Precipitation,비/눈
2021-05-31,63,17.5,0.0,precipitation,Precipitation,비/눈
2021-06-01,53,1.3,0.0,precipitation,Precipitation,비/눈
2021-06-02,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-03,63,18.1,0.0,precipitation,Precipitation,비/눈
2021-06-04,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-06-05,51,0.6,0.0,precipitation,Precipitation,비/눈
2021-06-06,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-06-07,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-08,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-06-09,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-10,63,6.3,0.0,precipitation,Precipitation,비/눈
2021-06-11,63,12.9,0.0,precipitation,Precipitation,비/눈
2021-06-12,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-13,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-14,51,0.2,0.0,precipitation,Precipitation,비/눈
2021-06-15,61,9.6,0.0,precipitation,Precipitation,비/눈
2021-06-16,51,0.2,0.0,precipitation,Precipitation,비/눈
2021-06-17,51,0.5,0.0,precipitation,Precipitation,비/눈
2021-06-18,61,8.2,0.0,precipitation,Precipitation,비/눈
2021-06-19,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-20,3,0.0,0.0,cloudy,Cloudy,흐림
2021-06-21,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-06-22,51,0.5,0.0,precipitation,Precipitation,비/눈
2021-06-23,61,3.3,0.0,precipitation,Precipitation,비/눈
2021-06-24,51,0.2,0.0,precipitation,Precipitation,비/눈
2021-06-25,51,0.5,0.0,precipitation,Precipitation,비/눈
2021-06-26,53,3.2,0.0,precipitation,Precipitation,비/눈
2021-06-27,51,0.6,0.0,precipitation,Precipitation,비/눈
2021-06-28,61,4.0,0.0,precipitation,Precipitation,비/눈
2021-06-29,53,1.4,0.0,precipitation,Precipitation,비/눈
2021-06-30,63,5.2,0.0,precipitation,Precipitation,비/눈
2021-07-01,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-07-02,51,0.3,0.0,precipitation,Precipitation,비/눈
2021-07-03,63,38.0,0.0,precipitation,Precipitation,비/눈
2021-07-04,63,20.3,0.0,precipitation,Precipitation,비/눈
2021-07-05,51,0.3,0.0,precipitation,Precipitation,비/눈
2021-07-06,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-07,53,2.7,0.0,precipitation,Precipitation,비/눈
2021-07-08,63,15.1,0.0,precipitation,Precipitation,비/눈
2021-07-09,53,1.8,0.0,precipitation,Precipitation,비/눈
2021-07-10,63,12.6,0.0,precipitation,Precipitation,비/눈
2021-07-11,63,6.4,0.0,precipitation,Precipitation,비/눈
2021-07-12,51,0.8,0.0,precipitation,Precipitation,비/눈
2021-07-13,51,0.1,0.0,precipitation,Precipitation,비/눈
2021-07-14,51,0.5,0.0,precipitation,Precipitation,비/눈
2021-07-15,61,7.4,0.0,precipitation,Precipitation,비/눈
2021-07-16,63,10.1,0.0,precipitation,Precipitation,비/눈
2021-07-17,53,1.7,0.0,precipitation,Precipitation,비/눈
2021-07-18,51,0.4,0.0,precipitation,Precipitation,비/눈
2021-07-19,63,4.3,0.0,precipitation,Precipitation,비/눈
2021-07-20,63,3.1,0.0,precipitation,Precipitation,비/눈
2021-07-21,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-22,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-23,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-24,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-25,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-26,3,0.0,0.0,cloudy,Cloudy,흐림
2021-07-27,51,0.3,0.0,precipitation,Precipitation,비/눈
