date,weather_code,precipitation_sum,snowfall_sum,weather_category,weather_label,weather_label_ko
2020-03-14,2,0.0,0.0,cloudy,Cloudy,흐림
2020-03-15,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-16,1,0.0,0.0,clear,Clear,맑음
2020-03-17,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-18,2,0.0,0.0,cloudy,Cloudy,흐림
2020-03-19,53,1.4,0.0,precipitation,Precipitation,비/눈
2020-03-20,2,0.0,0.0,cloudy,Cloudy,흐림
2020-03-21,61,4.6,0.0,precipitation,Precipitation,비/눈
2020-03-22,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-23,0,0.0,0.0,clear,Clear,맑음
2020-03-24,0,0.0,0.0,clear,Clear,맑음
2020-03-25,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-26,53,1.4,0.0,precipitation,Precipitation,비/눈
2020-03-27,53,2.5,0.0,precipitation,Precipitation,비/눈
2020-03-28,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-29,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-30,3,0.0,0.0,cloudy,Cloudy,흐림
2020-03-31,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-01,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-02,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-03,0,0.0,0.0,clear,Clear,맑음
2020-04-04,0,0.0,0.0,clear,Clear,맑음
2020-04-05,0,0.0,0.0,clear,Clear,맑음
2020-04-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-07,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-08,0,0.0,0.0,clear,Clear,맑음
2020-04-09,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-10,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-04-11,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-12,51,0.1,0.0,precipitation,Precipitation,비/눈
2020-04-13,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-14,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-15,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-16,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-17,63,17.0,0.0,precipitation,Precipitation,비/눈
2020-04-18,51,0.8,0.0,precipitation,Precipitation,비/눈
2020-04-19,61,8.5,0.0,precipitation,Precipitation,비/눈
2020-04-20,51,1.1,0.0,precipitation,Precipitation,비/눈
2020-04-21,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-22,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-23,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-24,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-25,3,0.0,0.0,cloudy,Cloudy,흐림
2020-04-26,1,0.0,0.0,clear,Clear,맑음
2020-04-27,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-04-28,2,0.0,0.0,cloudy,Cloudy,흐림
2020-04-29,1,0.0,0.0,clear,Clear,맑음
2020-04-30,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-01,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-02,51,0.3,0.0,precipitation,Precipitation,비/눈
2020-05-03,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-04,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-05,53,1.6,0.0,precipitation,Precipitation,비/눈
2020-05-06,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-07,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-08,61,3.8,0.0,precipitation,Precipitation,비/눈
2020-05-09,63,33.0,0.0,precipitation,Precipitation,비/눈
2020-05-10,51,0.6,0.0,precipitation,Precipitation,비/눈
2020-05-11,55,1.7,0.0,precipitation,Precipitation,비/눈
2020-05-12,61,2.9,0.0,precipitation,Precipitation,비/눈
2020-05-13,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-14,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-15,61,13.3,0.0,precipitation,Precipitation,비/눈
2020-05-16,51,0.9,0.0,precipitation,Precipitation,비/눈
2020-05-17,3,0.0,0.0,cloudy,Cloudy,흐림
2020-05-18,65,30.5,0.0,precipitation,Precipitation,비/눈
2020-05-19,61,7.7,0.0,precipitation,Precipitation,비/눈
2020-05-20,53,1.8,0.0,precipitation,Precipitation,비/눈
