date,parking_usage,usage_time,source_rows,parking_lot_count,weather_code,precipitation_sum,snowfall_sum,weather_category,weather_label,weather_label_ko,year
2021-02-13,6730,379416,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-14,5102,354244,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-15,3599,980059,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-02-16,3124,953954,5,5,73,2.0,1.33,precipitation,Precipitation,비/눈,2021
2021-02-17,3160,923496,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-02-18,3498,940661,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-02-19,4178,930704,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-02-20,6389,537417,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-02-21,8770,631165,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-22,5290,1047342,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-23,4148,987767,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-24,4221,1006656,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-25,4177,963774,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-26,5587,947260,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-27,8307,694933,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-02-28,9359,640480,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-01,2561,172106,5,5,73,57.9,2.8,precipitation,Precipitation,비/눈,2021
2021-03-02,4256,1031181,5,5,73,0.4,0.28,precipitation,Precipitation,비/눈,2021
2021-03-03,4345,1028777,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-04,4350,1009136,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-05,5519,1004060,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-06,6274,477005,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-07,8498,623071,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-08,5622,1105954,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-03-09,4824,1048917,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-10,5010,1100506,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-11,4469,997456,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-12,4788,1008110,5,5,53,1.0,0.0,precipitation,Precipitation,비/눈,2021
2021-03-13,7551,661231,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-14,7562,654515,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-15,4485,1047405,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-03-16,4398,1055443,5,5,53,1.8,0.0,precipitation,Precipitation,비/눈,2021
2021-03-17,5008,1031545,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-18,4978,1046635,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-19,6577,1130300,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-20,4275,338912,5,5,55,4.5,0.0,precipitation,Precipitation,비/눈,2021
2021-03-21,5618,428788,5,5,53,1.4,0.0,precipitation,Precipitation,비/눈,2021
2021-03-22,4869,1126561,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-03-23,4878,1087357,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-03-24,5338,1103195,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-25,5502,1086496,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-26,6691,1104199,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-03-27,3784,334511,5,5,63,20.3,0.0,precipitation,Precipitation,비/눈,2021
2021-03-28,5452,404594,5,5,61,8.3,0.0,precipitation,Precipitation,비/눈,2021
2021-03-29,5408,1106894,5,5,51,0.7,0.0,precipitation,Precipitation,비/눈,2021
2021-03-30,7758,1227803,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-03-31,8993,1288893,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-01,8582,1250785,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-02,8314,1164747,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-03,587,65487,3,3,63,36.6,0.0,precipitation,Precipitation,비/눈,2021
2021-04-04,517,48341,5,5,53,3.5,0.0,precipitation,Precipitation,비/눈,2021
2021-04-05,6252,1199630,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-06,5902,1157869,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-07,6052,1146239,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-08,5737,1124816,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-09,6266,1002276,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-10,8819,791646,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-04-11,9122,852745,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-12,3522,996697,5,5,61,14.0,0.0,precipitation,Precipitation,비/눈,2021
2021-04-13,4362,1016620,5,5,63,6.5,0.0,precipitation,Precipitation,비/눈,2021
2021-04-14,4778,1032862,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-04-15,5264,1070367,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-16,4757,928054,5,5,51,1.3,0.0,precipitation,Precipitation,비/눈,2021
2021-04-17,5694,470856,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-04-18,8533,759834,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-04-19,5169,1126147,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-20,5375,1135922,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-21,5991,1154358,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-22,5705,1134680,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-23,6308,1063190,5,5,53,2.4,0.0,precipitation,Precipitation,비/눈,2021
2021-04-24,9973,866412,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-25,10925,1057459,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-26,5985,1156281,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-27,4717,1076700,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-04-28,5379,1123564,5,5,61,3.0,0.0,precipitation,Precipitation,비/눈,2021
2021-04-29,5082,1076729,5,5,61,2.0,0.0,precipitation,Precipitation,비/눈,2021
2021-04-30,4990,956258,5,5,63,14.8,0.0,precipitation,Precipitation,비/눈,2021
2021-05-01,4312,336443,5,5,61,4.2,0.0,precipitation,Precipitation,비/눈,2021
2021-05-02,9386,843034,5,5,53,1.4,0.0,precipitation,Precipitation,비/눈,2021
2021-05-03,5829,1200407,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-04,3434,949348,5,5,63,30.6,0.0,precipitation,Precipitation,비/눈,2021
2021-05-05,9113,945883,5,5,61,2.3,0.0,precipitation,Precipitation,비/눈,2021
2021-05-06,5838,1173636,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-07,4544,962216,5,5,63,7.3,0.0,precipitation,Precipitation,비/눈,2021
2021-05-08,4463,398220,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-09,9602,870923,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-10,4428,1080304,5,5,61,5.4,0.0,precipitation,Precipitation,비/눈,2021
2021-05-11,5982,1177736,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-12,6271,1189435,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-13,5440,343185,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-14,3191,136798,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-15,1131,51445,5,5,61,6.2,0.0,precipitation,Precipitation,비/눈,2021
2021-05-16,2205,202687,5,5,65,67.0,0.0,precipitation,Precipitation,비/눈,2021
2021-05-17,3914,986461,5,5,61,5.3,0.0,precipitation,Precipitation,비/눈,2021
2021-05-18,6276,1115690,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-19,10213,1052991,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-20,3712,942869,5,5,63,11.7,0.0,precipitation,Precipitation,비/눈,2021
2021-05-21,4677,918244,5,5,53,3.1,0.0,precipitation,Precipitation,비/눈,2021
2021-05-22,10141,954341,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-23,8919,854047,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-24,5305,1188345,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-05-25,4832,1027826,5,5,63,8.1,0.0,precipitation,Precipitation,비/눈,2021
2021-05-26,5296,1120179,5,5,55,1.7,0.0,precipitation,Precipitation,비/눈,2021
2021-05-27,4501,979855,5,5,63,9.2,0.0,precipitation,Precipitation,비/눈,2021
2021-05-28,5005,942939,5,5,63,19.7,0.0,precipitation,Precipitation,비/눈,2021
2021-05-29,5511,514710,5,5,51,0.9,0.0,precipitation,Precipitation,비/눈,2021
2021-05-30,8023,840257,5,5,53,1.5,0.0,precipitation,Precipitation,비/눈,2021
2021-05-31,4928,1139139,5,5,63,17.5,0.0,precipitation,Precipitation,비/눈,2021
2021-06-01,4822,842158,5,5,53,1.3,0.0,precipitation,Precipitation,비/눈,2021
2021-06-02,5615,1123603,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-03,3755,996391,5,5,63,18.1,0.0,precipitation,Precipitation,비/눈,2021
2021-06-04,6579,1134577,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-06-05,9871,939418,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2021
2021-06-06,9520,902845,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-06-07,5202,1141806,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-08,5287,1085463,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-06-09,5493,1091294,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-10,4180,1021591,5,5,63,6.3,0.0,precipitation,Precipitation,비/눈,2021
2021-06-11,5669,995004,5,5,63,12.9,0.0,precipitation,Precipitation,비/눈,2021
2021-06-12,9255,825598,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-13,8771,777766,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-14,5382,1110022,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-06-15,5233,1071911,5,5,61,9.6,0.0,precipitation,Precipitation,비/눈,2021
2021-06-16,6797,1209754,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-06-17,4935,1063537,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-06-18,5261,992389,5,5,61,8.2,0.0,precipitation,Precipitation,비/눈,2021
2021-06-19,9445,858753,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-20,9465,835161,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-06-21,5874,1142806,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-06-22,5253,1100994,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-06-23,5178,1106610,5,5,61,3.3,0.0,precipitation,Precipitation,비/눈,2021
2021-06-24,6061,1163734,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-06-25,6908,1104020,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-06-26,8610,688908,5,5,53,3.2,0.0,precipitation,Precipitation,비/눈,2021
2021-06-27,7647,677673,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2021
2021-06-28,4887,1081909,5,5,61,4.0,0.0,precipitation,Precipitation,비/눈,2021
2021-06-29,5071,1080449,5,5,53,1.4,0.0,precipitation,Precipitation,비/눈,2021
2021-06-30,5405,1091223,5,5,63,5.2,0.0,precipitation,Precipitation,비/눈,2021
2021-07-01,5756,1165278,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-07-02,6845,1129930,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-07-03,3496,340766,5,5,63,38.0,0.0,precipitation,Precipitation,비/눈,2021
2021-07-04,3932,317002,5,5,63,20.3,0.0,precipitation,Precipitation,비/눈,2021
2021-07-05,5089,1156565,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-07-06,5276,1123201,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-07,4336,983794,5,5,53,2.7,0.0,precipitation,Precipitation,비/눈,2021
2021-07-08,4455,1015220,5,5,63,15.1,0.0,precipitation,Precipitation,비/눈,2021
2021-07-09,4760,868964,5,5,53,1.8,0.0,precipitation,Precipitation,비/눈,2021
2021-07-10,5693,469331,5,5,63,12.6,0.0,precipitation,Precipitation,비/눈,2021
2021-07-11,4875,391059,5,5,63,6.4,0.0,precipitation,Precipitation,비/눈,2021
2021-07-12,4432,999150,5,5,51,0.8,0.0,precipitation,Precipitation,비/눈,2021
2021-07-13,4400,967013,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-07-14,4531,994716,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-07-15,4278,949554,5,5,61,7.4,0.0,precipitation,Precipitation,비/눈,2021
2021-07-16,4214,870066,5,5,63,10.1,0.0,precipitation,Precipitation,비/눈,2021
2021-07-17,5525,427680,5,5,53,1.7,0.0,precipitation,Precipitation,비/눈,2021
2021-07-18,5179,374365,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2021
2021-07-19,3967,988530,5,5,63,4.3,0.0,precipitation,Precipitation,비/눈,2021
2021-07-20,4258,966814,5,5,63,3.1,0.0,precipitation,Precipitation,비/눈,2021
2021-07-21,4396,952122,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-22,4414,955098,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-23,4793,908450,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-24,5069,385368,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-25,4545,310330,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-26,4388,1004748,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-27,4329,981516,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-07-28,4137,933646,5,5,51,1.2,0.0,precipitation,Precipitation,비/눈,2021
2021-07-29,4497,950434,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-07-30,4950,932193,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-07-31,4881,380268,5,5,55,3.5,0.0,precipitation,Precipitation,비/눈,2021
2021-08-01,3344,243453,5,5,63,26.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-02,4494,972522,5,5,63,9.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-03,4817,933881,5,5,51,3.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-04,4785,932225,5,5,53,1.8,0.0,precipitation,Precipitation,비/눈,2021
2021-08-05,4729,975718,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-08-06,3528,209733,5,5,61,5.7,0.0,precipitation,Precipitation,비/눈,2021
2021-08-07,1619,20978,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-08,1696,34314,5,5,61,2.4,0.0,precipitation,Precipitation,비/눈,2021
2021-08-09,2426,114195,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-10,2545,124568,5,5,53,1.0,0.0,precipitation,Precipitation,비/눈,2021
2021-08-11,4382,281504,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-08-12,4353,289800,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-13,5339,970848,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-08-14,8386,576051,5,5,51,0.9,0.0,precipitation,Precipitation,비/눈,2021
2021-08-15,8991,659747,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-08-16,6183,535613,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2021
2021-08-17,4098,1003042,5,5,55,1.8,0.0,precipitation,Precipitation,비/눈,2021
2021-08-18,5301,1047930,5,5,63,5.9,0.0,precipitation,Precipitation,비/눈,2021
2021-08-19,5648,1074618,5,5,51,0.7,0.0,precipitation,Precipitation,비/눈,2021
2021-08-20,5807,1058214,5,5,53,1.9,0.0,precipitation,Precipitation,비/눈,2021
2021-08-21,4917,341281,5,5,65,46.8,0.0,precipitation,Precipitation,비/눈,2021
2021-08-22,5557,217711,5,5,53,2.3,0.0,precipitation,Precipitation,비/눈,2021
2021-08-23,2325,131671,5,5,65,38.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-24,4035,288075,5,5,65,51.4,0.0,precipitation,Precipitation,비/눈,2021
2021-08-25,4221,238959,5,5,55,6.1,0.0,precipitation,Precipitation,비/눈,2021
2021-08-26,1874,47996,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2021
2021-08-27,3935,231848,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2021
2021-08-28,2987,57841,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-08-29,1220,9933,5,5,63,7.7,0.0,precipitation,Precipitation,비/눈,2021
2021-08-30,5151,337172,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-08-31,3403,281164,5,5,65,69.2,0.0,precipitation,Precipitation,비/눈,2021
2021-09-01,4219,267321,5,5,65,63.4,0.0,precipitation,Precipitation,비/눈,2021
2021-09-02,4214,250212,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-09-03,5356,388376,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-09-04,10701,891961,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-05,10473,894453,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-06,4272,1083578,5,5,65,19.5,0.0,precipitation,Precipitation,비/눈,2021
2021-09-07,3548,934367,5,5,63,25.1,0.0,precipitation,Precipitation,비/눈,2021
2021-09-08,6228,1145742,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-09-09,5947,1068373,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-10,6712,1086453,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-09-11,9689,828925,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-12,9966,870979,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-13,5720,1170821,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-14,5647,1112259,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-15,5997,1119623,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-16,5867,1004076,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-17,6857,996218,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-18,10022,830193,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-19,9836,762477,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-09-20,10432,742009,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-21,8768,596846,5,5,63,21.9,0.0,precipitation,Precipitation,비/눈,2021
2021-09-22,8026,598902,5,5,63,10.7,0.0,precipitation,Precipitation,비/눈,2021
2021-09-23,5343,720742,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-24,6932,1066858,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-25,9687,852893,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-09-26,10455,986778,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-09-27,5209,1168967,5,5,51,1.5,0.0,precipitation,Precipitation,비/눈,2021
2021-09-28,4344,1034671,5,5,61,5.3,0.0,precipitation,Precipitation,비/눈,2021
2021-09-29,4222,1007770,5,5,63,17.5,0.0,precipitation,Precipitation,비/눈,2021
2021-09-30,6307,1150387,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-01,6605,1176730,5,5,53,0.7,0.0,precipitation,Precipitation,비/눈,2021
2021-10-02,9825,867902,5,5,53,2.0,0.0,precipitation,Precipitation,비/눈,2021
2021-10-03,11476,1048882,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-04,4714,377304,5,5,55,5.5,0.0,precipitation,Precipitation,비/눈,2021
2021-10-05,5202,1151323,5,5,51,1.3,0.0,precipitation,Precipitation,비/눈,2021
2021-10-06,4952,1041639,5,5,55,6.0,0.0,precipitation,Precipitation,비/눈,2021
2021-10-07,5218,1089843,5,5,61,7.9,0.0,precipitation,Precipitation,비/눈,2021
2021-10-08,4949,963346,5,5,55,6.6,0.0,precipitation,Precipitation,비/눈,2021
2021-10-09,9769,782538,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2021
2021-10-10,4968,335879,5,5,55,7.4,0.0,precipitation,Precipitation,비/눈,2021
2021-10-11,6942,590931,5,5,61,6.9,0.0,precipitation,Precipitation,비/눈,2021
2021-10-12,5228,1168401,5,5,51,1.1,0.0,precipitation,Precipitation,비/눈,2021
2021-10-13,6013,1162628,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-14,5896,1133231,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-15,6068,1061634,5,5,61,3.6,0.0,precipitation,Precipitation,비/눈,2021
2021-10-16,5225,427482,5,5,53,1.1,0.0,precipitation,Precipitation,비/눈,2021
2021-10-17,4732,356165,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-10-18,3889,1041751,5,5,61,2.6,0.0,precipitation,Precipitation,비/눈,2021
2021-10-19,4092,1016008,5,5,55,3.9,0.0,precipitation,Precipitation,비/눈,2021
2021-10-20,4409,1030185,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-21,4629,1033075,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-22,3872,617893,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-23,6917,573823,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-24,6846,596868,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-25,4459,1059218,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-26,5009,1112921,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-27,4805,1080049,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-10-28,5036,1076642,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-10-29,5377,997364,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-30,6715,618920,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-10-31,6546,610630,5,5,61,2.7,0.0,precipitation,Precipitation,비/눈,2021
2021-11-01,4369,1061270,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-11-02,4343,1054365,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-03,4546,1063487,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-04,4275,1036656,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-11-05,4781,984888,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-06,6293,634807,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-07,7039,671717,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-08,3181,991110,5,5,63,21.4,0.0,precipitation,Precipitation,비/눈,2021
2021-11-09,3254,946667,5,5,53,3.2,0.0,precipitation,Precipitation,비/눈,2021
2021-11-10,3685,972089,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-11,3781,964368,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-11-12,3888,907082,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-13,4647,458938,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-14,5210,476661,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2021
2021-11-15,4238,1068240,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-16,4171,1033278,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-17,4103,1012122,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-18,4179,993362,5,5,51,0.8,0.0,precipitation,Precipitation,비/눈,2021
2021-11-19,4409,960606,5,5,51,0.7,0.0,precipitation,Precipitation,비/눈,2021
2021-11-20,4232,412306,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-21,3529,344673,5,5,63,4.9,0.0,precipitation,Precipitation,비/눈,2021
2021-11-22,3532,1001747,5,5,53,1.9,0.0,precipitation,Precipitation,비/눈,2021
2021-11-23,3439,958738,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-24,3716,926462,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-25,3730,924542,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2021
2021-11-26,3877,884907,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-27,3841,366469,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-11-28,4314,382843,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-29,3827,1047817,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-11-30,3207,936577,5,5,63,24.8,0.0,precipitation,Precipitation,비/눈,2021
2021-12-01,3436,988165,5,5,1,0.0,0.0,clear,Clear,맑음,2021
2021-12-02,3649,990078,5,5,73,1.0,0.21,precipitation,Precipitation,비/눈,2021
2021-12-03,3548,902096,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-12-04,3443,312898,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-05,4093,366167,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-12-06,3831,1048599,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-07,3971,1039745,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-08,4054,1032022,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-09,3830,982710,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-10,3921,907061,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2021
2021-12-11,3740,334212,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-12,3524,286145,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-13,3575,1009462,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
